"","pH.std","EC.std","Bulk_density_g_cm3.std","A_phosphorus_ppm_105.std","Phosphatase_activity_µmol_g_h.std","NH4_mgL_105.std","NO3_mgL_105.std","SOM_per_corregido.std","MBC_mg_kg_105.std","Nematode_g_105.std","Ntotal_g_100g_105.std","Nitrogen_stock_Mg_ha.std","Ctotal_g_100g_105.std","Carbon_stock_Mg_ha.std","Al_g_kg.std","Ca_g_kg.std","Cu_mg_Kg_105.std","K_g_kg.std","Mg_g_kg.std","Na_g_kg.std","Zn_mg_Kg_105.std","Fe_g_Kg.std","Ergosterol_µg_g.std","C_N_ratio.std","mf_eff_1"
"46",0.636496350364964,0.114166666666667,0.83902025341714,0.13380444068171,0.348928819085445,0.253090870568857,0.00693113024687054,0.308967906938374,0.0841703902368702,0.043575060854125,0.428918536848998,0.441897756279528,0.262778753491651,0.280311781250465,0.538583539152551,0.118636565932847,0.751714327189773,0.627283996056371,0.499817102108142,0.609286142912499,0.670833252970272,0.576278962911016,0.0699325932408223,0.403291176483599,7.16965394111615
"47",0.686131386861314,0.246041666666667,0.628255013469021,0.436666083626335,0.373885511639917,0.42986159690852,0.125055439713793,0.389177997873649,0.191173889495477,0.700255975646421,0.506563067185042,0.390790521784283,0.296215326493166,0.236604035127477,0.584538404235921,0.35888326140572,0.638418095142594,0.686356746392077,0.551992319141927,0.66557467452502,0.618914479918049,0.570036566961144,0.125866190245033,0.384926039027156,9.90900393728295
"48",0.648175182481752,0.242916666666667,0.74304100568692,0.459170098573778,0.0626814669819273,0.255874854669642,0.188421651334109,0.443206463563339,0.14082013208195,0.382441747803305,0.484668109031627,0.442213260889806,0.265834667708924,0.251132579154209,0.491067034140543,0.300793883144745,0.686506475055858,0.649707696541964,0.518968146070543,0.772399063610256,0.654882802579398,0.523280918347329,0.0418370217035204,0.361052586589046,8.71098080902733
"49",0.62043795620438,0.214375,0.7697296218697,0.500621301893749,0.241819100923373,0.697182034288951,0.0104949319309043,0.412532515793386,0.226634077434539,0.260583788361204,0.536739161165499,0.507313032574802,0.291361225574417,0.285133742031665,0.575892977381852,0.225706833202766,0.734260147436824,0.650951921129374,0.493976761609726,0.579585411756398,0.602900822279654,0.600437485087988,0.138822222837737,0.357331876517931,9.28350985284226
"50",0.624817518248175,0.275,0.757258305896438,0.305868277505785,0.032690048514189,0.0722088247189603,0.203690309985558,0.367837304818253,0.0818644491435096,0.147421749650911,0.382847502496031,0.355995411203048,0.226195117450833,0.217773950840594,0.207238667957212,0.198861881746855,0.744704256977724,0.563767281673972,0.538590344659792,0.612781335749957,0.564460143909542,0.5348277621553,0.221110964286464,0.388920374962724,7.21715419400302
"51",0.843795620437956,0.167083333333333,0.910106754464731,0.613485819826182,0.479723455735172,0.0190598588692849,0.0816876432988389,0.192159186825422,0.135206600795577,0.136376048516993,0.149433101563364,0.166998928326004,0.0930844266082803,0.107708015414566,0.739662222245999,0.383440225919117,0.654708041340997,0.81732419268991,0.449407483603025,0.673690094010121,0.654348801476451,0.592732713848134,0.0928137260367551,0.410046873847303,7.28455471177308
"52",0.702189781021898,0.259375,0.718397685323755,0.109236360483827,0.489911860394533,0.193222271353103,0.00663877774606939,1,0.576236750528362,0.677109152174629,0.716727501031194,0.632256829546722,0.916097518961797,0.836729902363725,0.832583646182087,0.841381965147568,0.809058189673244,0.433417689789656,0.30650103350141,0.625424695219117,0.828701298914418,0.914860185286824,0.69141001631014,0.841377562160715,13.2375230966991
"53",0.738686131386861,0.302291666666667,0.786540955801656,0.693643334422571,0.625306364027846,0.419685932599412,0.00893264696698905,0.364304845789036,1,0.616821690894488,0.923512280589229,0.891945980278737,1,1,0.918505318418077,0.846630254994945,0.783193279745671,0.353766638322799,0.25477587025149,0.569390107240439,0.598230567102853,1,1,0.712788383012423,14.8176201754097
"54",0.801459854014599,0.321875,0.73436096976953,0.761967610658929,0.209961814325288,1,0.00801832786585454,0.714772345207129,0.168972475080287,0.159975120782742,0.843679994015853,0.760784881586976,0.510850256675483,0.476959892720225,0.22315389849886,0.315347467291162,0.323712895032691,0.624381170605012,0.442854067291608,0.593831883572323,0.361850937139645,0.510264362900702,0.1191237802292,0.398583349950735,9.63095188115036
"55",0.72992700729927,0.143958333333333,0.894542552130101,0.546372126578678,0.187508706319645,0.0296229069107928,0.00173384755634179,0.176677611714977,0.0789196876919578,0.197955090561544,0.133545002870113,0.146690902999502,0.107524093423351,0.122288453305482,0.726606886135955,0.255596352953246,0.72795102053733,0.384864923274602,0.343165645088911,0.555362720558001,0.636730728252383,0.730971981334091,0.160004060410887,0.530006792724812,6.33406377825022
"56",0.597080291970803,0.7375,0.814376933053976,0.600245854697011,0.397564725711829,0.180545712434741,0.776095159947874,0.861513687600646,0.445611458950558,0.507991820421433,1,1,0.738916449009528,0.765066977236034,0.367680252798513,0.298697505515298,0.182068616349226,0.651383219997573,0.373376097941402,0.649013404808668,0.469605323808825,0.649819023895794,0.916664786190785,0.486405662790737,13.36062123254
"57",0.782481751824818,0.198541666666667,0.900129701686122,0.294462979924837,0.460945258988609,0.0161801207676318,0.0642088201285454,0.237113858972655,0.118313655100747,0.165462280079633,0.235073294576068,0.259826188504169,0.200316542602133,0.229245366570235,0.906233831431773,0.356139189253148,0.699493548715152,0.560913101146492,0.345334337547388,0.609679012126443,0.737883182778836,0.850398417727411,0.125262321144633,0.560940516017723,7.85484525182495
"58",0.757664233576642,0.166875,0.905217998603212,0.510683596646157,0.0806826088735311,0.0225017584621914,0.00228199514396968,0.0844314684762883,0.0981004159128228,0.107890191058349,0.0641065292665732,0.0712574015357573,0.0432295545532793,0.0497522354870176,0.875991220985692,0.270021603080184,0.49747618729245,0.592353426683406,0.392744189225819,0.751161561063904,0.600382426754142,0.810138627023987,0.0520272578145098,0.443896564267609,5.37325162956444
"59",0.731386861313869,0.181041666666667,0.87503741394792,0.273936669484049,0.0235439686051787,0.0242633598177877,0.00143932920437872,0.0881620829322049,0.0533962629520043,0.347955935127045,0.0694227376784233,0.0745938279704271,0.0726625530319156,0.0808380695587512,1,0.18009950017179,1,0.48626334328026,0.270986104131136,0.693707683655381,0.857387803778952,0.98112282353922,0.0872733954718606,0.688988867595157,5.75801494978036
"60",0.816058394160584,0.226458333333333,0.807692307692308,0.504675137140818,0.276065329038207,0.0342930633355376,0.112947549133756,0.246838191391192,0.19793345895469,0.24070083703834,0.190377869494739,0.18881519663028,0.166920592602865,0.171409355922685,0.902920617033648,0.362629672260487,0.661329921542738,0.543938571727208,0.278877305389914,0.672522661387186,0.852373024451979,0.94600554885141,0.142159984930649,0.577160689325589,8.07134773501337
"61",0.699270072992701,0.175833333333333,0.851541454654295,0.31942020502024,0.241415342171776,0.0411824073641589,0.0289809812263414,0.142007750703402,0.161102841774396,0.222840864851841,0.112610236610338,0.117749264253505,0.101632404148603,0.110031403489354,0.810897153042952,0.17734083957068,0.968948217476633,0.583555831157387,0.400252942174442,0.740005357197687,0.533351256216266,0.714281541809235,0.104660580325437,0.594097351113265,6.56098689506554
"62",0.8,0.279583333333333,0.818816721540457,0.305592040463695,0.0278185650330661,0.103091483423049,0.0034220483328486,0.223707974128344,0.126620201813692,0.728929548208086,0.1630683892914,0.163957399193203,0.158548008855416,0.165054038013116,0.919564880072572,0.310439171605241,0.606884752902748,0.550053403785912,0.362003468872139,0.647698101091745,0.630690923400785,0.847961240542709,0.101227186014444,0.64002111001612,7.33082382246082
